CaseID,ClientID,CaseTitle,Status,CourtDate,LawyerID
479,244,Case 479 - Dispute with Jenkins-Stein,Open,2024-02-14,240
480,12,"Case 480 - Dispute with Garcia, Juarez and Torres",Open,2024-03-03,227
481,45,Case 481 - vs Osborne-Adams,Pending,2025-02-14,239
482,141,Case 482 - vs Clark-Jackson,Pending,2024-10-01,231
483,57,Case 483 - Filing against Lewis-Parrish,Closed,2024-05-18,228
484,35,"Case 484 - Dispute with Lawson, Green and Luna",Open,2026-05-24,231
485,11,Case 485 - vs Norris Group,Closed,2026-02-02,201
486,189,Case 486 - Filing against Arnold PLC,Open,2026-07-14,248
487,162,Case 487 - Dispute with Bates-Welch,Pending,2024-11-07,229
488,213,Case 488 - vs Winters Ltd,Open,2024-12-05,213
489,124,Case 489 - Dispute with Ramirez Inc,Pending,2026-06-26,203
490,142,"Case 490 - Filing against Howell, Torres and Colon",Open,2025-08-10,235
491,219,Case 491 - vs Smith Ltd,Open,2026-09-06,225
492,160,"Case 492 - Dispute with Burns, Thompson and Ford",Open,2026-01-02,217
493,115,Case 493 - Dispute with Stone LLC,Open,2023-10-12,238
494,41,"Case 494 - vs Burke, Taylor and Silva",Open,2025-02-21,243
495,2,"Case 495 - vs Dean, Brock and Evans",Open,2026-06-19,201
496,201,"Case 496 - vs Bradley, Mathis and Ruiz",Open,2024-12-19,247
497,143,Case 497 - Filing against Martinez-Hart,Open,2024-09-17,211
498,4,Case 498 - vs Williams LLC,Open,2025-03-02,245
499,109,"Case 499 - Dispute with Washington, Tanner and Martin",Pending,2024-04-17,227
500,143,Case 500 - Dispute with Hicks LLC,Open,2025-05-23,236
